tempo de leitura: 0.009461
Iteracao	Erro < 0.001000
1507		0.001639
1508		0.001635
1509		0.001626
1510		0.001622
1511		0.001613
1512		0.001609
1513		0.001600
1514		0.001596
1515		0.001587
1516		0.001584
1517		0.001575
1518		0.001571
1519		0.001562
1520		0.001558
1521		0.001550
1522		0.001546
1523		0.001537
1524		0.001534
1525		0.001525
1526		0.001521
1527		0.001513
1528		0.001509
1529		0.001501
1530		0.001497
1531		0.001489
1532		0.001485
1533		0.001477
1534		0.001473
1535		0.001465
1536		0.001462
1537		0.001454
1538		0.001450
1539		0.001442
1540		0.001438
1541		0.001430
1542		0.001427
1543		0.001419
1544		0.001415
1545		0.001408
1546		0.001404
1547		0.001397
1548		0.001393
1549		0.001385
1550		0.001382
1551		0.001374
1552		0.001371
1553		0.001363
1554		0.001360
1555		0.001352
1556		0.001349
1557		0.001342
1558		0.001338
1559		0.001331
1560		0.001327
1561		0.001320
1562		0.001317
1563		0.001310
1564		0.001306
1565		0.001299
1566		0.001296
1567		0.001289
1568		0.001285
1569		0.001279
1570		0.001275
1571		0.001269
1572		0.001265
1573		0.001258
1574		0.001255
1575		0.001248
1576		0.001245
1577		0.001238
1578		0.001235
1579		0.001229
1580		0.001225
1581		0.001219
1582		0.001215
1583		0.001209
1584		0.001206
1585		0.001199
1586		0.001196
1587		0.001190
1588		0.001186
1589		0.001180
1590		0.001177
1591		0.001171
1592		0.001168
1593		0.001162
1594		0.001158
1595		0.001152
1596		0.001149
1597		0.001143
1598		0.001140
1599		0.001134
1600		0.001131
1601		0.001125
1602		0.001122
1603		0.001116
1604		0.001113
1605		0.001107
1606		0.001104
1607		0.001098
1608		0.001095
1609		0.001089
1610		0.001086
1611		0.001081
1612		0.001078
1613		0.001072
1614		0.001069
1615		0.001064
1616		0.001060
1617		0.001055
1618		0.001052
1619		0.001047
1620		0.001044
1621		0.001038
1622		0.001035
1623		0.001030
1624		0.001027
1625		0.001022
1626		0.001019
1627		0.001014
1628		0.001011
1629		0.001006
1630		0.001003
1631		0.000998
Numero de Interacoes: 1632
RowTest: 4 => [85.073300] =? 85.000000
tempo de leitura: 0.130357
X[0] = -0.030187
X[1] = 0.098327
X[2] = -0.058299
X[3] = 0.094311
X[4] = 0.238889
X[5] = 0.162584
X[6] = 0.206761
X[7] = 0.166600
X[8] = 0.009974
X[9] = 0.114391
X[10] = 0.042102
X[11] = 0.267002
X[12] = -0.070348
X[13] = 0.214793
X[14] = 0.271018
X[15] = 0.018006
X[16] = 0.146520
X[17] = 0.295114
X[18] = -0.014123
X[19] = 0.098327
X[20] = 0.018006
X[21] = 0.295114
X[22] = 0.295114
X[23] = 0.118408
X[24] = 0.134472
X[25] = 0.094311
X[26] = -0.010107
X[27] = -0.002074
X[28] = -0.094444
X[29] = 0.198729
X[30] = 0.013990
X[31] = 0.186681
X[32] = 0.206761
X[33] = 0.267002
X[34] = -0.014123
X[35] = -0.046251
X[36] = 0.130456
X[37] = 0.102343
X[38] = 0.030054
X[39] = 0.050134
X[40] = -0.082396
X[41] = 0.178648
X[42] = 0.018006
X[43] = 0.162584
X[44] = -0.098460
X[45] = 0.198729
X[46] = 0.090295
X[47] = 0.150536
X[48] = 0.194713
X[49] = 0.178648
X[50] = 0.162584
X[51] = 0.126440
X[52] = -0.018139
X[53] = -0.034203
X[54] = 0.154552
X[55] = 0.218809
X[56] = 0.162584
X[57] = 0.246922
X[58] = -0.082396
X[59] = -0.022155
X[60] = -0.042235
X[61] = 0.246922
X[62] = 0.271018
X[63] = 0.267002
X[64] = 0.214793
X[65] = 0.166600
X[66] = 0.134472
X[67] = 0.258970
X[68] = -0.030187
X[69] = 0.267002
X[70] = 0.218809
X[71] = 0.202745
X[72] = 0.146520
X[73] = 0.150536
X[74] = 0.275034
X[75] = -0.042235
X[76] = 0.258970
X[77] = 0.066199
X[78] = 0.022022
X[79] = 0.158568
X[80] = 0.154552
X[81] = 0.287082
X[82] = 0.194713
X[83] = 0.238889
X[84] = -0.046251
X[85] = 0.050134
X[86] = -0.034203
X[87] = 0.026038
X[88] = -0.002074
X[89] = 0.198729
X[90] = 0.106359
X[91] = 0.267002
X[92] = 0.146520
X[93] = 0.287082
X[94] = 0.046118
X[95] = 0.271018
X[96] = 0.154552
X[97] = 0.283066
