tempo de leitura: 0.304565
Iteracao	Erro < 0.001000
944		0.445899
945		0.308246
946		0.445172
947		0.307899
948		0.444447
949		0.307552
950		0.443723
951		0.307205
952		0.443001
953		0.306858
954		0.442280
955		0.306512
956		0.441560
957		0.306165
958		0.440842
959		0.305820
960		0.440125
961		0.305474
962		0.439410
963		0.305129
964		0.438696
965		0.304785
966		0.437983
967		0.304440
968		0.437271
969		0.304096
970		0.436561
971		0.303752
972		0.435853
973		0.303409
974		0.435145
975		0.303066
976		0.434440
977		0.302723
978		0.433735
979		0.302380
980		0.433032
981		0.302038
982		0.432330
983		0.301696
984		0.431629
985		0.301355
986		0.430930
987		0.301013
988		0.430232
989		0.300673
990		0.429535
991		0.300332
992		0.428840
993		0.299992
994		0.428146
995		0.299652
996		0.427454
997		0.299312
998		0.426762
999		0.298973
1000		0.426072
1001		0.298634
1002		0.425384
1003		0.298295
1004		0.424696
1005		0.297957
1006		0.424010
1007		0.297619
1008		0.423326
1009		0.297281
1010		0.422642
1011		0.296943
1012		0.421960
1013		0.296606
1014		0.421279
1015		0.296269
1016		0.420600
1017		0.295933
1018		0.419921
1019		0.295597
1020		0.419244
1021		0.295261
1022		0.418569
1023		0.294925
1024		0.417894
1025		0.294590
1026		0.417221
1027		0.294255
1028		0.416549
1029		0.293921
1030		0.415879
1031		0.293586
1032		0.415209
1033		0.293252
1034		0.414541
1035		0.292919
1036		0.413874
1037		0.292585
1038		0.413209
1039		0.292252
1040		0.412544
1041		0.291920
1042		0.411881
1043		0.291587
1044		0.411219
1045		0.291255
1046		0.410559
1047		0.290924
1048		0.409899
1049		0.290592
1050		0.409241
1051		0.290261
1052		0.408585
1053		0.289930
1054		0.407929
1055		0.289600
1056		0.407274
1057		0.289269
1058		0.406621
1059		0.288940
1060		0.405969
1061		0.288610
1062		0.405319
1063		0.288281
1064		0.404669
1065		0.287952
1066		0.404021
1067		0.287623
1068		0.403374
1069		0.287295
1070		0.402728
1071		0.286967
1072		0.402083
1073		0.286639
1074		0.401440
1075		0.286312
1076		0.400797
1077		0.285985
1078		0.400156
1079		0.285658
1080		0.399516
1081		0.285331
1082		0.398878
1083		0.285005
1084		0.398240
1085		0.284680
1086		0.397604
1087		0.284354
1088		0.396969
1089		0.284029
1090		0.396335
1091		0.283704
1092		0.395702
1093		0.283379
1094		0.395071
1095		0.283055
1096		0.394440
1097		0.282731
1098		0.393811
1099		0.282407
1100		0.393183
1101		0.282084
1102		0.392556
1103		0.281761
1104		0.391930
1105		0.281438
1106		0.391306
1107		0.281116
1108		0.390682
1109		0.280794
1110		0.390060
1111		0.280472
1112		0.389439
1113		0.280151
1114		0.388819
1115		0.279829
1116		0.388200
1117		0.279508
1118		0.387582
1119		0.279188
1120		0.386966
1121		0.278868
1122		0.386351
1123		0.278548
1124		0.385736
1125		0.278228
1126		0.385123
1127		0.277909
1128		0.384511
1129		0.277590
1130		0.383900
1131		0.277271
1132		0.383291
1133		0.276953
1134		0.382682
1135		0.276634
1136		0.382075
1137		0.276317
1138		0.381468
1139		0.275999
1140		0.380863
1141		0.275682
1142		0.380259
1143		0.275365
1144		0.379656
1145		0.275049
1146		0.379054
1147		0.274732
1148		0.378453
1149		0.274416
1150		0.377853
1151		0.274101
1152		0.377255
1153		0.273785
1154		0.376657
1155		0.273470
1156		0.376061
1157		0.273156
1158		0.375466
1159		0.272841
1160		0.374871
1161		0.272527
1162		0.374278
1163		0.272213
1164		0.373686
1165		0.271900
1166		0.373095
1167		0.271586
1168		0.372505
1169		0.271273
1170		0.371916
1171		0.270961
1172		0.371329
1173		0.270649
1174		0.370742
1175		0.270337
1176		0.370156
1177		0.270025
1178		0.369572
1179		0.269713
1180		0.368988
1181		0.269402
1182		0.368406
1183		0.269092
1184		0.367825
1185		0.268781
1186		0.367245
1187		0.268471
1188		0.366665
1189		0.268161
1190		0.366087
1191		0.267851
1192		0.365510
1193		0.267542
1194		0.364934
1195		0.267233
1196		0.364359
1197		0.266925
1198		0.363785
1199		0.266616
1200		0.363212
1201		0.266308
1202		0.362640
1203		0.266000
1204		0.362069
1205		0.265693
1206		0.361500
1207		0.265386
1208		0.360931
1209		0.265079
1210		0.360363
1211		0.264772
1212		0.359796
1213		0.264466
1214		0.359231
1215		0.264160
1216		0.358666
1217		0.263854
1218		0.358102
1219		0.263549
1220		0.357540
1221		0.263244
1222		0.356978
1223		0.262939
1224		0.356418
1225		0.262635
1226		0.355858
1227		0.262331
1228		0.355300
1229		0.262027
1230		0.354742
1231		0.261723
1232		0.354185
1233		0.261420
1234		0.353630
1235		0.261117
1236		0.353075
1237		0.260814
1238		0.352522
1239		0.260512
1240		0.351969
1241		0.260210
1242		0.351418
1243		0.259908
1244		0.350867
1245		0.259607
1246		0.350318
1247		0.259305
1248		0.349769
1249		0.259005
1250		0.349222
1251		0.258704
1252		0.348675
1253		0.258404
1254		0.348129
1255		0.258104
1256		0.347585
1257		0.257804
1258		0.347041
1259		0.257505
1260		0.346498
1261		0.257206
1262		0.345957
1263		0.256907
1264		0.345416
1265		0.256608
1266		0.344876
1267		0.256310
1268		0.344337
1269		0.256012
1270		0.343800
1271		0.255714
1272		0.343263
1273		0.255417
1274		0.342727
1275		0.255120
1276		0.342192
1277		0.254823
1278		0.341658
1279		0.254527
1280		0.341125
1281		0.254231
1282		0.340593
1283		0.253935
1284		0.340062
1285		0.253639
1286		0.339531
1287		0.253344
1288		0.339002
1289		0.253049
1290		0.338474
1291		0.252754
1292		0.337946
1293		0.252460
1294		0.337420
1295		0.252166
1296		0.336895
1297		0.251872
1298		0.336370
1299		0.251579
1300		0.335846
1301		0.251285
1302		0.335324
1303		0.250993
1304		0.334802
1305		0.250700
1306		0.334281
1307		0.250408
1308		0.333761
1309		0.250116
1310		0.333242
1311		0.249824
1312		0.332724
1313		0.249532
1314		0.332207
1315		0.249241
1316		0.331691
1317		0.248950
1318		0.331176
1319		0.248660
1320		0.330661
1321		0.248369
1322		0.330148
1323		0.248079
1324		0.329635
1325		0.247790
1326		0.329124
1327		0.247500
1328		0.328613
1329		0.247211
1330		0.328103
1331		0.246922
1332		0.327594
1333		0.246634
1334		0.327086
1335		0.246346
1336		0.326579
1337		0.246058
1338		0.326073
1339		0.245770
1340		0.325567
1341		0.245483
1342		0.325063
1343		0.245195
1344		0.324559
1345		0.244909
1346		0.324057
1347		0.244622
1348		0.323555
1349		0.244336
1350		0.323054
